step_index,timestamp_sec,flight_phase,message_type,criticality,latency_budget_ms,system_config,ai_threat_level,ai_threat_score,ai_confidence,is_anomaly,anomaly_score,forecast_trend,preemptive_flag,previous_construction,selected_construction,transition_type,dwell_counter,safety_override_triggered,downgrade_blocked,explainable_reason,ai_inference_time_ms,policy_decision_time_ms,measured_handshake_latency_ms,measured_encap_latency_ms,measured_sign_latency_ms,measured_total_latency_ms,energy_cost_uj,security_margin_bits,deadline_met,scenario_id,scenario_name
19,36.0,CRUISE,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,60.72,0.9853,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,3.9692,0.0311,0.0,0.12,0.095,4.2153,1450.0,256,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
20,38.0,CRUISE,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,60.72,0.9917,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,16.5955,0.0553,0.0,0.12,0.095,16.8658,1450.0,256,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
1,0.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,53.53,0.9759,True,100.0,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-HIGH-ASSURANCE-V1,INITIAL,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,20.0919,0.0447,62.0,0.085,0.07,82.2916,890.0,256,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
2,2.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,53.53,0.9848,True,100.0,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,10.2998,0.0279,0.0,0.085,0.07,10.4827,890.0,256,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
3,4.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,53.63,0.9904,True,100.0,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,8.5422,0.0504,0.0,0.085,0.07,8.7476,890.0,256,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
4,6.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,53.63,0.9939,True,100.0,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,23.7458,0.0362,0.0,0.085,0.07,23.937,890.0,256,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
5,8.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,50.69,0.7399,True,100.0,DECREASING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,11.7766,0.066,0.0,0.085,0.07,11.9976,890.0,256,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
6,10.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,50.69,0.7855,True,100.0,DECREASING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,24.1966,0.0333,0.0,0.085,0.07,24.3849,890.0,256,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
7,12.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,50.66,0.8244,True,100.0,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,21.9776,0.0632,0.0,0.085,0.07,22.1958,890.0,256,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
8,14.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,50.5,0.8573,True,100.0,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,10.359,0.0355,0.0,0.085,0.07,10.5495,890.0,256,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
9,16.0,CRUISE,NAVIGATION_UPDATE,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,50.5,0.8846,True,100.0,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,19.6803,0.0536,0.0,0.085,0.07,19.8889,890.0,256,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
10,18.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,27.99,0.9516,True,100.0,RECOVERING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],8.6349,0.0575,0.0,0.085,0.07,8.8474,890.0,256,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
11,20.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,27.99,0.9394,True,100.0,RECOVERING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,2,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 2/3],15.0484,0.0274,0.0,0.085,0.07,15.2308,890.0,256,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
12,22.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,26.81,0.9242,True,100.0,RECOVERING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-BALANCED-V1,DOWNGRADE_EXECUTED,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,20.1243,0.0473,8.2,0.052,0.04,28.4636,310.0,192,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
13,24.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,26.01,0.9055,True,100.0,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,16.8153,0.0421,0.0,0.052,0.04,16.9494,310.0,192,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
14,26.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,25.48,0.8827,True,100.0,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,26.6942,0.0438,0.0,0.052,0.04,26.83,310.0,192,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
15,28.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,17.41,0.99,True,100.0,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,6.8485,0.0416,0.0,0.052,0.04,6.9821,310.0,192,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
16,30.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,17.31,0.9874,True,99.98,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,21.6986,0.0539,0.0,0.052,0.04,21.8445,310.0,192,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
17,32.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,17.31,0.9841,True,81.67,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,18.515,0.0537,0.0,0.052,0.04,18.6607,310.0,192,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
18,34.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.76,0.9818,False,19.37,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],20.7974,0.0347,0.0,0.052,0.04,20.9241,310.0,192,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
19,36.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.76,0.9818,False,19.61,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,DOWNGRADE_HELD,2,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 2/3],14.2223,0.0279,0.0,0.052,0.04,14.3422,310.0,192,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
20,38.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.78,0.9817,False,19.87,DECREASING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-STANDARD-V1,DOWNGRADE_EXECUTED,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,11.9325,0.0264,4.5,0.045,0.035,16.5389,120.0,128,True,S06_THREAT_RECOVERY,S06: Post-Attack Threat Recovery
1,0.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,13.15,0.9343,False,26.81,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-BALANCED-V1,INITIAL,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,9.1645,0.0302,8.2,0.052,0.04,17.4867,310.0,192,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
2,2.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,13.15,0.9343,False,26.81,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,5.776,0.049,0.0,0.052,0.04,5.917,310.0,192,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
3,4.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,13.15,0.9343,False,26.81,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,30.2818,0.0474,0.0,0.052,0.04,30.4212,310.0,192,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
4,6.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,13.15,0.9343,False,26.81,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,17.153,0.031,0.0,0.052,0.04,17.276,310.0,192,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
5,8.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,13.15,0.9343,False,26.81,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,9.8824,0.0318,0.0,0.052,0.04,10.0062,310.0,192,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
6,10.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,53.72,0.9889,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-BALANCED-V1,ADAPTIVE-HIGH-ASSURANCE-V1,ESCALATION,0,False,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,18.3729,0.0538,62.0,0.085,0.07,80.5817,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
7,12.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,53.72,0.9889,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,17.7257,0.0352,0.0,0.085,0.07,17.9159,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
8,14.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,53.72,0.9889,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,13.9687,0.0617,0.0,0.085,0.07,14.1854,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
9,16.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,53.72,0.9889,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,34.4925,0.0476,0.0,0.085,0.07,34.6951,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
10,18.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,53.72,0.9889,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,17.682,0.0304,0.0,0.085,0.07,17.8674,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
11,20.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,53.72,0.9889,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,15.8463,0.0489,0.0,0.085,0.07,16.0502,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
12,22.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,53.72,0.9889,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,23.9774,0.0625,0.0,0.085,0.07,24.1949,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
13,24.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,53.72,0.9889,True,100.0,MODERATE_INCREASE,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,14.7287,0.046,0.0,0.085,0.07,14.9297,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
14,26.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,53.72,0.9889,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,14.1085,0.0869,0.0,0.085,0.07,14.3504,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
15,28.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,53.72,0.9889,True,100.0,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,27.474,0.0449,0.0,0.085,0.07,27.6739,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
16,30.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,53.72,0.9889,True,100.0,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,13.4653,0.0535,0.0,0.085,0.07,13.6738,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
17,32.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,13.15,0.9343,False,26.81,RECOVERING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],12.9478,0.0446,0.0,0.085,0.07,13.1474,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
18,34.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,13.15,0.9343,False,26.81,RECOVERING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,2,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 2/3],19.9238,0.0459,0.0,0.085,0.07,20.1247,890.0,256,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
19,36.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,13.15,0.9343,False,26.81,RECOVERING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-BALANCED-V1,DOWNGRADE_EXECUTED,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,5.5354,0.0731,8.2,0.052,0.04,13.9005,310.0,192,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
20,38.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,13.15,0.9343,False,26.81,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,15.9291,0.0459,0.0,0.052,0.04,16.067,310.0,192,True,S07_LOW_CONFIDENCE,S07: Low Confidence & OOD Anomaly
1,0.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.78,0.9817,False,20.14,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,INITIAL,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,9.7459,0.0634,4.5,0.045,0.035,14.3893,120.0,128,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
2,2.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.78,0.9817,False,20.14,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,25.9057,0.0317,0.0,0.045,0.035,26.0174,120.0,128,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
3,4.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.78,0.9817,False,20.14,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,12.982,0.0495,0.0,0.045,0.035,13.1115,120.0,128,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
4,6.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.78,0.9817,False,20.14,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,14.6,0.0332,0.0,0.045,0.035,14.7132,120.0,128,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
5,8.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,8.78,0.9817,False,20.14,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,12.3051,0.0571,0.0,0.045,0.035,12.4422,120.0,128,True,S08_CRITICAL_MESSAGE_LOW_AI_SCORE,S08: Critical Message with Low AI Score
