step_index,timestamp_sec,flight_phase,message_type,criticality,latency_budget_ms,observed_packet_rate_hz,channel_bit_error_rate,replay_attempt_count,auth_failure_count,integrity_failure_count,aad_tamper_count,transcript_anomaly_count,ai_threat_level,ai_threat_score,ai_confidence,confidence_status,anomaly_score,anomaly_severity,is_anomaly,forecast_trend,forecast_rate_of_change,preemptive_flag,previous_construction,selected_construction,transition_type,dwell_counter,safety_override_triggered,explainable_reason,measured_handshake_latency_ms,measured_encap_latency_ms,measured_sign_latency_ms,measured_total_latency_ms,security_margin_bits,energy_cost_uj,deadline_met,scenario_id,scenario_name
17,32.0,CRUISE,FLIGHT_PLAN,ROUTINE,5000.0,28.0,0.001,0,0,0,0,0,NORMAL,17.01,0.9823,LOW_CONFIDENCE_FALLBACK,91.54,CRITICAL,True,RECOVERING,-5.482,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,DOWNGRADE_HELD,2,True,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-HIGH-ASSURANCE-V1 requires lower assurance than active ADAPTIVE-CRITICAL-V1. Retaining ADAPTIVE-CRITICAL-V1 (dwell count 2/3).,3274.1545,0.4295,0.2053,0.6348,384,1450.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
18,34.0,CRUISE,FLIGHT_PLAN,ROUTINE,5000.0,28.0,0.001,0,0,0,0,0,NORMAL,17.01,0.9823,LOW_CONFIDENCE_FALLBACK,91.54,CRITICAL,True,RECOVERING,-6.147,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_EXECUTED,0,True,Mode C: Safe downgrade executed from ADAPTIVE-CRITICAL-V1 to ADAPTIVE-HIGH-ASSURANCE-V1 after 3 consecutive stable low-threat steps. Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for ROUTINE traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,4732.8492,0.3625,0.2025,4733.4142,256,840.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
19,36.0,CRUISE,FLIGHT_PLAN,ROUTINE,5000.0,28.0,0.001,0,0,0,0,0,NORMAL,17.01,0.9823,LOW_CONFIDENCE_FALLBACK,91.54,CRITICAL,True,RECOVERING,-6.016,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-HIGH-ASSURANCE-V1.,3902.5986,0.41,0.2093,0.6193,256,840.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
20,38.0,CRUISE,FLIGHT_PLAN,ROUTINE,5000.0,28.0,0.001,0,0,0,0,0,NORMAL,17.01,0.9823,LOW_CONFIDENCE_FALLBACK,91.54,CRITICAL,True,RECOVERING,-5.381,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-HIGH-ASSURANCE-V1.,4151.5563,0.4084,0.2119,0.6203,256,840.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
1,0.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.008,1,1,0,0,0,NORMAL,27.01,0.9838,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,STABLE,0.0,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-HIGH-ASSURANCE-V1,INITIAL,0,True,Mode C: Initial profile established: ADAPTIVE-HIGH-ASSURANCE-V1.,4894.7219,0.3447,0.22,4895.2866,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
2,2.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,RECOVERING,-18.28,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 1/3).,1166.5017,0.1421,0.0709,0.21300000000000002,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
3,4.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,RECOVERING,-6.108,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,2,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 2/3).,593.9354,0.1359,0.0717,0.2076,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
4,6.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,RECOVERING,-3.281,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-STANDARD-V1,DOWNGRADE_EXECUTED,0,False,Mode C: Safe downgrade executed from ADAPTIVE-HIGH-ASSURANCE-V1 to ADAPTIVE-STANDARD-V1 after 3 consecutive stable low-threat steps. Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,2.518,0.1176,0.0748,2.7104,128,185.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
5,8.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.008,1,1,0,0,0,NORMAL,27.01,0.9838,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,3.707,True,ADAPTIVE-STANDARD-V1,ADAPTIVE-HIGH-ASSURANCE-V1,ESCALATION,0,True,Mode C: Immediate security escalation from ADAPTIVE-STANDARD-V1 to ADAPTIVE-HIGH-ASSURANCE-V1. Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for ROUTINE traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,610.0421,0.1348,0.0714,610.2483,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
6,10.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.571,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 1/3).,567.4658,0.1398,0.0818,0.22160000000000002,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
7,12.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,DECREASING,-1.275,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,2,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 2/3).,526.4171,0.1905,0.0691,0.2596,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
8,14.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,DECREASING,-1.276,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-STANDARD-V1,DOWNGRADE_EXECUTED,0,False,Mode C: Safe downgrade executed from ADAPTIVE-HIGH-ASSURANCE-V1 to ADAPTIVE-STANDARD-V1 after 3 consecutive stable low-threat steps. Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,2.9887,0.105,0.0707,3.1644,128,185.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
9,16.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.008,1,1,0,0,0,NORMAL,27.01,0.9838,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,MODERATE_INCREASE,0.985,True,ADAPTIVE-STANDARD-V1,ADAPTIVE-HIGH-ASSURANCE-V1,ESCALATION,0,True,Mode C: Immediate security escalation from ADAPTIVE-STANDARD-V1 to ADAPTIVE-HIGH-ASSURANCE-V1. Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for ROUTINE traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,528.9916,0.1473,0.0668,529.2057,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
10,18.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.074,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 1/3).,519.6021,0.1586,0.0694,0.22799999999999998,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
11,20.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.205,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,2,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 2/3).,520.5896,0.1457,0.0728,0.2185,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
12,22.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.617,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-STANDARD-V1,DOWNGRADE_EXECUTED,0,False,Mode C: Safe downgrade executed from ADAPTIVE-HIGH-ASSURANCE-V1 to ADAPTIVE-STANDARD-V1 after 3 consecutive stable low-threat steps. Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,1.9309,0.0834,0.0847,2.099,128,185.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
13,24.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.008,1,1,0,0,0,NORMAL,27.01,0.9838,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,MODERATE_INCREASE,0.896,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-HIGH-ASSURANCE-V1,ESCALATION,0,True,Mode C: Immediate security escalation from ADAPTIVE-STANDARD-V1 to ADAPTIVE-HIGH-ASSURANCE-V1. Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for ROUTINE traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,553.1679,0.1319,0.0693,553.3691,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
14,26.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.074,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 1/3).,513.7807,0.2364,0.1017,0.3381,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
15,28.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.205,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,2,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 2/3).,535.6139,0.1262,0.0678,0.194,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
16,30.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.617,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-STANDARD-V1,DOWNGRADE_EXECUTED,0,False,Mode C: Safe downgrade executed from ADAPTIVE-HIGH-ASSURANCE-V1 to ADAPTIVE-STANDARD-V1 after 3 consecutive stable low-threat steps. Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,2.017,0.129,0.0729,2.2189,128,185.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
17,32.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.008,1,1,0,0,0,NORMAL,27.01,0.9838,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,MODERATE_INCREASE,0.896,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-HIGH-ASSURANCE-V1,ESCALATION,0,True,Mode C: Immediate security escalation from ADAPTIVE-STANDARD-V1 to ADAPTIVE-HIGH-ASSURANCE-V1. Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for ROUTINE traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,520.909,0.1789,0.0978,521.1857,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
18,34.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.074,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 1/3).,522.676,0.1743,0.0716,0.2459,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
19,36.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.205,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,2,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 2/3).,538.4281,0.157,0.072,0.22899999999999998,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
20,38.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.617,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-STANDARD-V1,DOWNGRADE_EXECUTED,0,False,Mode C: Safe downgrade executed from ADAPTIVE-HIGH-ASSURANCE-V1 to ADAPTIVE-STANDARD-V1 after 3 consecutive stable low-threat steps. Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,1.9832,0.0995,0.0862,2.1689,128,185.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
21,40.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.008,1,1,0,0,0,NORMAL,27.01,0.9838,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,MODERATE_INCREASE,0.896,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-HIGH-ASSURANCE-V1,ESCALATION,0,True,Mode C: Immediate security escalation from ADAPTIVE-STANDARD-V1 to ADAPTIVE-HIGH-ASSURANCE-V1. Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for ROUTINE traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,524.0419,0.1602,0.0698,524.2719,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
22,42.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.074,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 1/3).,4975.7973,0.3056,0.1947,0.5003,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
23,44.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.205,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,2,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 2/3).,4673.5162,0.3358,4.4297,4.7655,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
24,46.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.617,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-STANDARD-V1,DOWNGRADE_EXECUTED,0,False,Mode C: Safe downgrade executed from ADAPTIVE-HIGH-ASSURANCE-V1 to ADAPTIVE-STANDARD-V1 after 3 consecutive stable low-threat steps. Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,15.5512,0.2704,0.1817,16.0033,128,185.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
25,48.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.008,1,1,0,0,0,NORMAL,27.01,0.9838,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,MODERATE_INCREASE,0.896,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-HIGH-ASSURANCE-V1,ESCALATION,0,True,Mode C: Immediate security escalation from ADAPTIVE-STANDARD-V1 to ADAPTIVE-HIGH-ASSURANCE-V1. Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for ROUTINE traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,7325.285,0.6445,2.3593,7328.2888,256,840.0,False,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
26,50.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.074,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 1/3).,4074.3483,0.3701,0.2323,0.6024,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
27,52.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.205,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,2,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 2/3).,5121.4584,0.34,0.2216,0.5616,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
28,54.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.617,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-STANDARD-V1,DOWNGRADE_EXECUTED,0,False,Mode C: Safe downgrade executed from ADAPTIVE-HIGH-ASSURANCE-V1 to ADAPTIVE-STANDARD-V1 after 3 consecutive stable low-threat steps. Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,18.1244,0.388,0.2506,18.763,128,185.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
29,56.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.008,1,1,0,0,0,NORMAL,27.01,0.9838,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,MODERATE_INCREASE,0.896,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-HIGH-ASSURANCE-V1,ESCALATION,0,True,Mode C: Immediate security escalation from ADAPTIVE-STANDARD-V1 to ADAPTIVE-HIGH-ASSURANCE-V1. Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for ROUTINE traffic under HIGH threat. All safety invariants and latency constraints are satisfied.,4997.5215,0.3928,0.2296,4998.1439,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
30,58.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,30.0,0.0001,0,0,0,0,0,NORMAL,8.73,0.9819,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.074,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-STANDARD-V1 requires lower assurance than active ADAPTIVE-HIGH-ASSURANCE-V1. Retaining ADAPTIVE-HIGH-ASSURANCE-V1 (dwell count 1/3).,4481.5883,0.3543,0.2007,0.5549999999999999,256,840.0,True,SCN-005,SCN-005: Fluctuating Noise / Anti-Oscillation Test
1,0.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,20.0,0.0002,0,0,0,0,0,NORMAL,8.42,0.9821,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,0.0,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,INITIAL,0,False,Mode C: Initial profile established: ADAPTIVE-STANDARD-V1.,16.3544,2.8276,0.7785,19.9605,128,185.0,True,SCN-006,SCN-006: Emergency Descent Collision Avoidance
2,1.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,20.0,0.0002,0,0,0,0,0,NORMAL,8.42,0.9821,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.0,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-STANDARD-V1.,16.5312,0.3942,3.8552,4.2494,128,185.0,True,SCN-006,SCN-006: Emergency Descent Collision Avoidance
3,2.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,20.0,0.0002,0,0,0,0,0,NORMAL,8.42,0.9821,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.0,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-STANDARD-V1.,11.0134,0.2831,0.1843,0.46740000000000004,128,185.0,True,SCN-006,SCN-006: Emergency Descent Collision Avoidance
4,3.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,20.0,0.0002,0,0,0,0,0,NORMAL,8.42,0.9821,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,0.0,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-STANDARD-V1.,14.9482,0.3016,0.2344,0.536,128,185.0,True,SCN-006,SCN-006: Emergency Descent Collision Avoidance
5,4.0,CRUISE,AIRCRAFT_STATUS,ROUTINE,5000.0,20.0,0.0002,0,0,0,0,0,NORMAL,8.42,0.9821,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,0.0,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-STANDARD-V1.,9.7106,6.9645,0.2418,7.2063,128,185.0,True,SCN-006,SCN-006: Emergency Descent Collision Avoidance
6,5.0,EMERGENCY_DESCENT,TCAS_RESOLUTION_ADVISORY,SAFETY_CRITICAL,5000.0,50.0,0.0002,0,0,0,0,0,NORMAL,9.99,0.993,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,0.368,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-CRITICAL-V1,ESCALATION,0,True,Mode C: Immediate security escalation from ADAPTIVE-STANDARD-V1 to ADAPTIVE-CRITICAL-V1. Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,4283.4738,0.3761,0.2589,4284.1088,384,1450.0,True,SCN-006,SCN-006: Emergency Descent Collision Avoidance
